66.409	34.5859
33.0951	35.254
40.3076	44.6422
34.7046	46.0827
37.7753	35.7236
34.8894	38.0801
38.8736	44.1622
32.1542	41.7961
38.9596	38.4949
34.0886	58.8805
38.3566	41.2538
38.6056	35.5311
37.8726	38.2571
39.9239	32.1069
44.3911	45.839
31.6079	41.277
46.8715	63.9323
42.0185	33.9862
67.8834	36.5532
37.9739	31.6183
34.437	43.4714
43.3418	36.6185
45.1744	45.1155
43.7255	60.0789
33.6901	40.0633
64.0321	60.2183
34.3435	44.2111
45.7955	35.3921
53.695	41.3315
45.4542	37.4742
53.7268	42.2313
63.0118	34.6988
64.1443	34.5473
40.5596	45.4658
39.9299	52.6406
37.6941	41.1074
40.5072	39.0205
41.5631	37.2646
45.7953	43.027
38.5995	40.1931
41.7008	31.7102
45.0914	60.7525
67.8812	43.2082
37.9311	47.2787
45.5898	42.9023
42.3145	44.0926
37.5403	53.6456
65.775	46.1509
37.0662	46.4609
45.7136	59.5335
61.9455	55.8644
65.6103	59.3677
61.0275	63.7393
68.4046	60.5456
57.1471	53.8917
34.8988	35.6491
66.1917	60.2347
57.1551	55.3783
59.518	35.6006
52.4632	62.5706
59.6894	67.3163
63.6747	61.0113
65.029	59.7742
54.2638	35.8706
54.3088	55.5052
59.853	58.4026
62.2051	68.5539
67.5906	57.7011
35.1732	59.7746
51.5714	61.9991
54.9961	60.3002
60.8007	66.7405
48.0473	60.0248
60.6054	52.0981
64.2183	63.5318
53.2407	64.7449
37.9526	57.8269
57.9769	64.1882
58.8528	63.0102
63.4727	65.9624
67.1185	56.3781
55.768	61.3415
33.3738	56.9212
40.8279	67.9643
59.2613	56.2694
61.2426	67.4954
53.2243	42.1636
67.2176	64.9783
62.7914	68.2741
61.5928	39.8987
64.4958	57.4766
65.7429	59.0506
59.4428	43.1509
55.5045	58.3082
66.9197	44.7506
58.0677	44.0238
52.857	45.1215
60.6931	66.7265
60.3551	54.3181
55.7134	59.885
38.9035	32.2528
57.4097	34.2874
53.095	40.4131
52.9607	45.0742
58.8845	45.3703
47.311	44.6667
65.7138	40.9797
64.5035	47.5815
61.0326	43.194
61.9283	38.5694
61.5683	61.4873
60.2734	37.9951
55.6021	43.1519
59.4161	37.0644
44.2974	34.976
40.4003	47.6176
59.7788	33.311
38.6961	44.5502
38.8951	45.444
55.1617	44.2786
60.4711	35.6836
58.4147	48.4743
45.6576	39.183
62.5839	58.3254
41.0351	47.0636
62.8712	34.4255
60.3065	40.0753
55.1254	43.6707
57.9562	40.738
60.5057	59.9011
59.6209	37.6627
59.9384	57.6989
47.4025	42.2147
46.2146	37.7141
68.1039	39.3388
53.3216	36.175
55.4192	61.3324
52.0679	39.0918
57.2539	39.8054
37.6252	44.4524
39.9502	42.3566
54.8217	39.4602
59.1236	37.0278
37.3109	41.1042
56.2717	34.9811
65.0497	45.3563
65.4652	65.6499
34.4002	46.5886
56.6839	41.221
62.0275	35.8152
46.0033	60.5584
36.9648	56.79
42.5149	65.3276
60.7711	54.7269
41.3753	46.3316
42.5069	68.3671
45.1494	55.3829
55.6554	61.3562
44.4887	58.4208
37.2473	62.4307
47.8694	37.3386
31.5645	61.6255
42.3752	61.6943
38.3635	58.4999
33.498	63.5538
42.8174	53.6958
60.7218	52.2013
43.2659	65.0687
44.8753	61.7005
32.848	58.8198
36.9596	53.6863
37.6392	61.3843
40.9236	54.9332
44.2851	57.8984
40.1757	62.1329
36.4452	67.3055
44.0681	59.7635
36.5213	42.9652
42.4882	52.6216
40.4271	65.9622
59.4548	59.9785
37.6726	51.4805
39.658	57.1624
54.9585	62.6551
40.1417	60.2433
35.8018	65.1854
40.927	58.6008
45.3969	59.6842
37.3763	66.4968
41.674	56.9849
65.9647	56.6944
48.4403	59.757
32.8728	58.5447
63.7474	62.7605
61.084	67.8923
38.6237	63.6152
37.0543	66.2167
63.0663	58.531
45.9751	57.8924
43.8148	40.0651
38.3279	38.3986
43.7033	46.2013
41.858	39.9014
34.3657	35.3261
36.3729	43.5727
38.5828	43.7469
31.9346	37.355
38.9251	65.436
45.3647	33.0236
60.85	37.9752
43.7413	39.0561
34.773	44.3122
57.5638	35.8006
37.4937	46.9613
36.8871	33.6942
37.8579	34.9171
43.5381	35.1003
41.7201	48.1408
34.7323	33.5414
46.8145	45.2557
32.8374	35.8279
55.0123	34.9352
36.7998	38.1115
36.1752	45.3747
38.5551	54.8944
38.1949	43.6592
34.566	63.1832
42.7657	35.8597
45.8463	42.853
38.6379	32.0884
35.7977	41.3154
39.319	37.0569
54.4704	43.6414
41.1813	42.0621
36.5385	43.0542
41.3464	59.8363
44.5195	58.8654
36.9776	41.8329
37.8139	48.5687
33.5056	59.7992
38.0591	57.867
41.6437	45.9186
44.7486	33.0082
35.6553	40.0082
36.9983	40.5268
43.0823	68.2602
44.421	65.3017
41.5405	43.2095
45.4728	37.844
36.9056	34.1906
62.5038	36.2946
63.5611	41.8388
51.429	41.1733
56.4231	59.9172
63.2205	57.7666
57.3799	52.6642
65.8528	59.4707
46.8309	37.2279
67.1423	59.0526
56.6106	39.2254
51.4457	58.999
55.7136	33.3056
58.8309	57.5818
66.6228	61.8285
64.6381	40.9988
64.2939	64.2875
66.1144	57.6136
57.0872	38.1003
43.5157	58.7508
60.0954	55.4211
62.698	58.4987
